mission_id,rocket_name,family,launch_date,launch_site,lat,lon,payload_kg,orbit,success,flight_time_min,cost_million_usd,mission_year,payload_class,cost_per_kg
203,rocket_177,vega,2013-06-02,tanegashima,30.35936574958776,130.97459185175973,1593,transfer,1,125,19.38,2013,medium,12158.092848180677
204,rocket_234,delta,2013-07-20,kourou,5.2625638828369805,-52.75687539981199,6214,heo,1,113,26.24,2013,heavy,4222.043443282381
205,rocket_55,vega,2010-08-22,tanegashima,30.389916025021208,130.96886858346386,1411,sso,1,149,56.99,2010,medium,40361.189801699715
206,rocket_295,longmarch,2013-04-09,jiuquan,41.0017241425988,100.27623583268556,1207,leo,1,-5,5.0,2013,medium,4139.07284768212
207,rocket_141,electron,2000-05-12,cape canaveral,28.4029195234134,-80.60034103040373,57,sso,0,93,43.7,2000,small,753448.275862069
208,rocket_147,vega,2010-04-28,plesetsk,62.94025762537335,40.495469477149705,2175,gto,1,54,41.02,2010,large,18851.102941176472
209,rocket_129,soyuz,2006-02-18,vandenberg,34.758253788512874,-120.56084178972417,862,transfer,0,118,28.71,2006,medium,33267.670915411356
210,rocket_159,falcon,2019-10-10,cape canaveral,28.401652063589772,-80.5536253377164,5060,sso,0,126,75.53,2019,heavy,14923.928077455048
211,rocket_68,longmarch,2004-01-16,jiuquan,40.94815243610018,100.30786179993255,1631,meo,0,126,43.5,2004,medium,26654.41176470588
212,rocket_90,electron,2009-01-02,baikonur,45.95338953100391,63.31677156808841,50,sso,1,115,17.24,2009,small,338039.2156862745
213,rocket_272,longmarch,2022-07-05,jiuquan,40.96615966129485,100.32739621289983,3839,gto,0,34,13.35,2022,large,3476.5625
214,rocket_247,delta,2013-03-28,plesetsk,62.96153927702467,40.46400727628771,2100,leo,1,29,24.41,2013,large,11618.277010947168
215,rocket_39,vega,2006-04-25,kourou,5.25933097181954,-52.77945995609982,949,transfer,1,153,18.74,2006,medium,19726.315789473683
216,rocket_286,electron,2016-05-28,vandenberg,34.772842199051354,-120.53227814223682,862,heo,1,108,32.77,2016,medium,37972.19003476246
217,rocket_136,falcon,2024-01-26,vandenberg,34.741859144021504,-120.54615182756515,9123,heo,0,107,62.42,2024,heavy,6841.297676457694
218,rocket_135,longmarch,2017-02-02,plesetsk,62.90416621771733,40.468126810814404,2731,leo,0,16,52.16,2017,large,19092.240117130306
219,rocket_242,soyuz,2001-02-14,plesetsk,62.93079695672425,40.483535161323864,933,sso,1,129,9.52,2001,medium,10192.71948608137
220,rocket_33,soyuz,2020-10-28,jiuquan,40.95315586447858,100.32007497239408,4223,transfer,0,115,15.61,2020,large,3695.5492424242425
221,rocket_60,electron,2006-04-09,cape canaveral,28.386281462715083,-80.59023022016169,4269,leo,1,-13,12.38,2006,large,2899.2974238875877
222,rocket_253,delta,2005-03-17,vandenberg,34.75227200213139,-120.58305401679324,1208,gto,0,35,6.08,2005,medium,5028.949545078577
223,rocket_199,ariane,2020-05-07,plesetsk,62.86957434674085,40.468781901839016,2660,transfer,1,124,44.32,2020,large,16655.392709507705
224,rocket_80,electron,2018-08-11,vandenberg,34.75732160556769,-120.54786133552231,2300,heo,1,100,34.53,2018,large,15006.51890482399
225,rocket_144,electron,2001-06-20,plesetsk,62.91019437138686,40.45354339620546,299,gto,1,52,26.68,2001,small,88933.33333333333
226,rocket_228,vega,2010-08-04,plesetsk,62.87851519479454,40.48968090792722,107,leo,0,14,18.79,2010,small,173981.4814814815
227,rocket_279,longmarch,2016-02-02,cape canaveral,28.410885131383022,-80.60372400210082,1973,heo,1,124,31.31,2016,medium,15861.195542046606
228,rocket_98,delta,2005-06-24,satish dhawan,13.725771158643333,80.20326836390754,4780,leo,1,30,11.19,2005,large,2340.5145367078017
229,rocket_11,soyuz,2002-04-08,plesetsk,62.91846485766235,40.46116330024663,1432,gto,1,28,25.27,2002,medium,17634.33356594557
230,rocket_290,ariane,2009-03-16,vandenberg,34.75057633000661,-120.55853788785474,6265,sso,1,99,50.93,2009,heavy,8127.992339610597
231,rocket_111,soyuz,2010-06-14,plesetsk,62.90167318988748,40.470840321051355,852,gto,1,43,17.56,2010,medium,20586.166471277844
232,rocket_142,falcon,2006-06-28,baikonur,45.965415874153514,63.290439941175414,4103,sso,1,132,80.86,2006,large,19702.72904483431
233,rocket_90,delta,2004-12-06,cape canaveral,28.382656325766707,-80.61586772104855,4634,gto,1,32,39.04,2004,large,8422.869471413162
234,rocket_184,falcon,2010-09-03,plesetsk,62.92116377462169,40.44073618382607,7323,leo,0,21,46.21,2010,heavy,6309.393773894047
235,rocket_136,ariane,2002-05-08,baikonur,45.985767775114695,63.315108481864335,6766,transfer,1,100,49.92,2002,heavy,7376.976503620512
236,rocket_270,electron,2005-02-05,vandenberg,34.7603845786915,-120.58576288171078,3118,heo,0,122,8.43,2005,large,2702.78935556268
237,rocket_186,vega,2023-01-08,vandenberg,34.71761770777361,-120.57004557565239,4246,heo,0,135,27.12,2023,large,6385.684012243937
238,rocket_23,soyuz,2023-05-23,jiuquan,40.94149754841301,100.30677198131187,2465,heo,1,113,23.95,2023,large,9712.084347120843
239,rocket_32,falcon,2021-06-26,tanegashima,30.385425905811914,130.95711621117084,9125,heo,1,123,53.62,2021,heavy,5875.520490905106
240,rocket_252,atlas,2019-11-24,vandenberg,34.738257114699906,-120.5526854000864,1030,leo,1,-6,36.42,2019,medium,35324.927255092145
241,rocket_76,longmarch,2002-12-12,baikonur,45.970419490776926,63.311083858391065,2874,meo,1,103,38.95,2002,large,13547.826086956522
242,rocket_196,longmarch,2023-10-19,jiuquan,40.91816290201983,100.28614356025811,4115,heo,1,146,28.23,2023,large,6858.600583090379
243,,,2005-02-17,,5.224694304472018,-52.77621417318205,3093,,1,130,17.4,2005,large,5623.787976729153
244,rocket_117,vega,2018-07-24,plesetsk,62.94696621796296,40.46336759374564,825,heo,0,144,52.82,2018,medium,63946.73123486683
245,rocket_213,electron,2004-04-06,plesetsk,62.95089348288656,40.449572387238504,1307,heo,0,127,18.15,2004,medium,13876.146788990825
246,rocket_131,longmarch,2016-10-15,baikonur,45.96752759159093,63.34377857998116,304,transfer,0,137,9.81,2016,small,32163.93442622951
247,rocket_35,vega,2004-02-03,vandenberg,34.75647221174457,-120.55905078436722,1500,leo,1,35,10.25,2004,medium,6828.780812791472
248,rocket_50,electron,2016-09-18,baikonur,45.96234732507235,63.28550941390659,1924,sso,0,133,58.5,2016,medium,30389.61038961039
249,rocket_288,falcon,2014-10-14,vandenberg,34.7382493175989,-120.59125130782887,7214,heo,0,125,49.05,2014,heavy,6798.336798336798
250,rocket_217,longmarch,2002-04-22,jiuquan,40.97537620961775,100.31060734968025,56,sso,0,130,26.11,2002,small,458070.1754385965
251,rocket_181,delta,2004-08-24,kourou,5.2427902896763765,-52.78091542701273,3129,gto,0,58,24.2,2004,large,7731.629392971246
252,rocket_115,vega,2004-11-08,plesetsk,62.94299883803884,40.43967378783127,1321,sso,1,119,25.45,2004,medium,19251.134644478065
253,rocket_59,longmarch,2012-06-30,kourou,5.2540493844500356,-52.76371098332057,1607,heo,0,128,43.49,2012,medium,27046.01990049751
254,rocket_137,falcon,2001-04-19,baikonur,45.946452937316195,63.309767379654694,6468,meo,1,121,67.43,2001,heavy,10423.558509816046
255,rocket_174,delta,2015-09-30,cape canaveral,28.36063635193455,-80.61941767733674,6950,gto,0,58,70.31,2015,heavy,10115.091353762049
256,,,2017-12-23,,34.774245565159774,-120.54610171092833,7948,,0,42,64.29,2017,heavy,8087.809787394642
257,rocket_47,falcon,2023-10-18,kourou,5.230868241396356,-52.81605507869799,8279,heo,1,100,50.45,2023,heavy,6092.995169082125
258,rocket_233,electron,2015-04-17,baikonur,45.952547012765315,63.30889214910474,1348,meo,0,120,55.43,2015,medium,41089.696071163824
259,rocket_167,delta,2003-10-23,cape canaveral,28.405877666891715,-80.63046020584942,3515,gto,1,40,5.0,2003,large,1422.070534698521
260,rocket_26,ariane,2003-08-29,jiuquan,40.966983490208385,100.32510900892046,3211,heo,1,113,38.72,2003,large,12054.794520547945
261,rocket_249,electron,2019-10-30,tanegashima,30.357275593127813,130.96237322853366,3250,meo,0,104,27.09,2019,large,8332.820670562904
262,rocket_263,soyuz,2005-02-07,plesetsk,62.91283186466179,40.44172571214774,707,heo,0,158,29.09,2005,medium,41087.57062146893
263,rocket_146,atlas,2021-10-29,jiuquan,40.97902495369821,100.28745255357123,3106,leo,0,30,52.97,2021,large,17048.599935629223
264,rocket_203,soyuz,2002-06-16,cape canaveral,28.353800691973415,-80.62004206638485,789,gto,0,39,16.63,2002,medium,21050.632911392404
265,rocket_109,delta,2006-02-26,jiuquan,40.985128102877404,100.32144192770927,4577,meo,0,130,27.48,2006,large,6002.62123197903
266,rocket_62,longmarch,2000-05-06,satish dhawan,13.738962732678266,80.23614248330404,2852,transfer,1,134,33.5,2000,large,11742.025937609535
267,rocket_90,electron,2005-10-17,tanegashima,30.341058052300276,130.94408861142702,724,sso,0,121,18.83,2005,medium,25972.41379310345
268,rocket_257,soyuz,2015-11-20,vandenberg,34.76731415681729,-120.5897234969643,5856,heo,1,123,14.58,2015,heavy,2489.329008024586
269,rocket_224,falcon,2000-11-03,satish dhawan,13.701022985891527,80.20850826920895,6938,leo,0,51,38.82,2000,heavy,5594.466061392131
270,rocket_295,longmarch,2019-04-04,tanegashima,30.37231382517059,130.97321616546319,50,transfer,1,125,33.9,2019,small,664705.8823529412
271,rocket_149,electron,2005-03-02,tanegashima,30.35526427908521,130.9866404498723,2086,leo,1,46,41.69,2005,large,19976.042165788214
272,rocket_88,longmarch,2020-08-21,plesetsk,62.95320617492239,40.4999136762158,50,leo,1,8,41.69,2020,small,817450.9803921569
273,rocket_55,electron,2010-11-30,tanegashima,30.34242219632851,130.98244974893197,624,sso,1,142,12.25,2010,medium,19600.0
274,rocket_269,electron,2003-07-12,tanegashima,30.385925684960075,130.95712844539622,4282,meo,1,110,29.78,2003,large,6953.070277842634
275,rocket_114,longmarch,2014-12-09,baikonur,45.92892437156444,63.29790025431773,372,leo,1,-6,24.57,2014,small,65871.31367292225
276,rocket_272,atlas,2022-11-16,kourou,5.233853957119915,-52.759045661483796,313,meo,0,143,35.54,2022,small,113184.71337579619
277,rocket_76,longmarch,2010-08-07,vandenberg,34.77345629281834,-120.56739095184544,2641,gto,1,48,12.3,2010,large,4655.5639666919
278,rocket_102,delta,2007-10-13,baikonur,45.96163712362831,63.29555818844606,4561,transfer,1,104,20.69,2007,large,4535.291538798772
279,rocket_91,atlas,2022-03-01,satish dhawan,13.71579425817024,80.27708327160255,3458,sso,1,116,13.38,2022,large,3868.169991326973
280,rocket_290,vega,2014-07-01,plesetsk,62.9176937908644,40.46988103291392,1083,gto,1,20,37.45,2014,medium,34547.970479704796
281,rocket_35,vega,2021-01-12,satish dhawan,13.712664738623264,80.2360024277794,5788,transfer,1,125,56.54,2021,heavy,9766.799101744688
282,rocket_141,delta,2002-07-09,plesetsk,62.94952100501544,40.470972125528235,3669,sso,0,127,29.56,2002,large,8054.495912806539
283,rocket_159,atlas,2020-09-17,satish dhawan,13.724709424986605,80.18200509505176,3046,leo,1,27,19.12,2020,large,6275.0246143747945
284,rocket_189,falcon,2012-11-16,vandenberg,34.752422448567586,-120.559495688281,10431,transfer,0,118,54.28,2012,heavy,5203.2208588957055
285,rocket_260,atlas,2017-03-31,satish dhawan,13.717194913492127,80.25047133120367,1611,sso,1,143,26.93,2017,medium,16705.955334987593
286,rocket_231,falcon,2008-06-11,plesetsk,62.94948225439972,40.49095052924246,9666,sso,0,119,44.17,2008,heavy,4569.1527878349025
287,rocket_257,vega,2006-10-07,cape canaveral,28.378950001746492,-80.61933819003599,1045,heo,1,142,22.03,2006,medium,21061.185468451244
288,rocket_176,atlas,2003-10-13,baikonur,45.952170368095544,63.31363845089348,571,leo,1,29,37.74,2003,medium,65979.02097902098
289,rocket_225,soyuz,2019-09-17,baikonur,45.94965890986859,63.30923634157949,2100,meo,1,131,36.74,2019,large,17486.9109947644
290,,,2017-05-18,,30.359151601580002,130.95084076940722,1140,,1,106,27.83,2017,medium,24390.8851884312
291,rocket_172,falcon,2002-12-15,plesetsk,62.92341579050749,40.47365025398646,1212,leo,1,44,50.05,2002,medium,41261.33553173949
292,rocket_146,electron,2011-04-21,baikonur,45.98158949683864,63.30112347722454,177,meo,1,104,15.9,2011,small,89325.84269662922
293,rocket_299,atlas,2006-05-06,plesetsk,62.89394162604322,40.49606225292862,50,meo,1,121,30.35,2006,small,595098.0392156863
294,rocket_67,electron,2003-10-20,jiuquan,40.99661022363021,100.32307892705879,1209,sso,0,59,32.76,2003,medium,27074.380165289254
295,rocket_169,electron,2005-09-24,vandenberg,34.74673163501752,-120.54500582444061,919,transfer,1,136,38.39,2005,medium,41728.260869565216
296,rocket_261,electron,2016-03-25,cape canaveral,28.38294273737822,-80.61384464876227,1811,meo,0,119,5.0,2016,medium,2759.381898454746
297,rocket_93,delta,2009-08-10,plesetsk,62.94610192758883,40.45134261542826,3951,heo,0,107,30.23,2009,large,7649.291497975709
298,rocket_116,soyuz,2006-03-03,baikonur,45.95547558252911,63.32248778361426,1216,leo,1,-11,17.71,2006,medium,14552.177485620377
299,rocket_52,delta,2022-10-09,cape canaveral,28.395526047864383,-80.566025163872,5525,transfer,1,115,41.34,2022,heavy,7480.99891422367
300,rocket_68,longmarch,2016-11-24,baikonur,45.96677315181923,63.30894631414811,3637,gto,0,64,48.54,2016,large,13342.495876855415
301,rocket_85,ariane,2019-08-19,cape canaveral,28.40499550035029,-80.60815851572717,3764,heo,0,111,52.1,2019,large,13837.981407702524
302,rocket_122,longmarch,2019-12-04,jiuquan,40.950437196047055,100.29534439362365,5165,transfer,1,108,11.69,2019,heavy,2262.872628726287
303,rocket_120,vega,2023-12-15,kourou,5.22858818953855,-52.72592387815745,406,meo,0,112,37.24,2023,small,91498.7714987715
304,rocket_100,vega,2016-07-01,satish dhawan,13.727428190521952,80.21235896891285,50,heo,0,88,42.27,2016,small,828823.5294117647
305,rocket_196,delta,2022-07-23,tanegashima,30.378845859562837,130.95403554244817,3260,gto,1,75,18.58,2022,large,5697.638761116222
306,rocket_71,soyuz,2011-03-20,cape canaveral,28.411653486908403,-80.61592327132944,1256,transfer,1,120,14.97,2011,medium,11909.307875894989
307,rocket_191,vega,2004-08-07,vandenberg,34.740452552173345,-120.57209961546812,50,meo,1,135,5.0,2004,small,98039.2156862745
308,rocket_83,atlas,2012-03-27,satish dhawan,13.734207626308827,80.24476371451416,1576,sso,1,96,46.71,2012,medium,29619.530754597337
309,rocket_224,ariane,2004-02-11,kourou,5.255617068982749,-52.78284459040383,5876,heo,1,115,52.88,2004,heavy,8997.787987068232
310,rocket_14,longmarch,2018-08-11,cape canaveral,28.40030383328741,-80.60077993604183,3823,heo,1,123,30.76,2018,large,8043.933054393306
311,rocket_121,longmarch,2017-04-27,vandenberg,34.727137314704635,-120.58834005607164,53,meo,1,112,27.31,2017,small,505740.74074074073
312,rocket_15,soyuz,2014-04-18,vandenberg,34.71679670469655,-120.58472722816079,3842,transfer,1,120,33.46,2014,large,8706.739526411657
313,rocket_75,longmarch,2006-03-04,cape canaveral,28.403351147156265,-80.61305071057835,250,meo,1,127,51.19,2006,small,203944.22310756973
314,rocket_72,vega,2021-01-15,satish dhawan,13.71521960281786,80.23972716748894,2096,sso,0,103,11.14,2021,large,5312.350977587029
315,rocket_41,falcon,2000-11-07,jiuquan,40.96135723830018,100.30999145255899,6974,gto,0,23,47.66,2000,heavy,6832.974910394265
316,rocket_281,ariane,2023-09-04,tanegashima,30.371392166364753,130.98445696949352,5007,leo,0,11,44.64,2023,heavy,8913.738019169328
317,rocket_122,delta,2013-07-05,vandenberg,34.75095723495503,-120.56497811897373,576,leo,1,10,11.52,2013,medium,19965.337954939343
318,rocket_215,soyuz,2020-07-03,vandenberg,34.745794123352205,-120.58563964355594,595,leo,1,55,9.55,2020,medium,16023.489932885906
319,rocket_275,vega,2000-09-26,kourou,5.216770232606889,-52.751382953514415,1351,transfer,0,118,11.35,2000,medium,8394.970414201183
320,rocket_150,ariane,2019-04-03,cape canaveral,28.390575839389538,-80.60567317189154,7784,sso,1,149,55.33,2019,heavy,7107.257546563905
321,rocket_124,longmarch,2018-09-08,baikonur,45.96192347945603,63.28754140646521,2000,transfer,1,129,40.71,2018,medium,20344.827586206895
322,rocket_269,atlas,2016-03-05,vandenberg,34.756883839429996,-120.57602448346437,460,sso,1,112,20.29,2016,small,44013.01518438178
323,rocket_200,falcon,2021-02-01,cape canaveral,28.398847401890166,-80.5939043669504,3701,transfer,1,124,52.26,2021,large,14116.693679092383
324,rocket_192,electron,2011-05-18,cape canaveral,28.372613561414386,-80.59104371761867,2883,meo,1,80,43.39,2011,large,15045.076282940361
325,rocket_177,atlas,2010-10-25,vandenberg,34.711195047359375,-120.53273227530296,528,sso,1,124,27.16,2010,medium,51342.155009451795
326,rocket_69,longmarch,2001-12-27,plesetsk,62.92321759218446,40.49043300223849,1598,sso,1,102,10.05,2001,medium,6285.178236397748
327,rocket_90,longmarch,2020-11-03,satish dhawan,13.708885576086091,80.2098756072251,244,transfer,1,128,10.12,2020,small,41306.12244897959
328,rocket_70,ariane,2002-10-30,satish dhawan,13.72863477103467,80.23848589509923,4267,leo,1,-37,52.98,2002,large,12413.308341143393
329,rocket_104,delta,2001-12-18,kourou,5.238189412080946,-52.74694942117301,7471,leo,0,-4,36.34,2001,heavy,4863.490364025696
330,rocket_159,longmarch,2023-02-13,tanegashima,30.36148583841677,130.95768304834976,645,sso,1,126,22.69,2023,medium,35123.83900928793
331,rocket_130,vega,2001-08-22,kourou,5.2309653863601495,-52.74532753056282,1674,meo,1,144,42.31,2001,medium,25259.701492537315
332,rocket_25,longmarch,2014-11-21,jiuquan,40.976267810185654,100.29326922227911,1624,leo,0,5,36.93,2014,medium,22726.153846153848
333,rocket_224,longmarch,2017-12-10,satish dhawan,13.75594329616863,80.23806200424147,695,heo,1,108,33.43,2017,medium,48031.6091954023
334,rocket_96,longmarch,2022-04-04,satish dhawan,13.74093895235446,80.21043878745371,1460,meo,1,133,7.45,2022,medium,5099.247091033539
335,rocket_43,delta,2019-01-16,vandenberg,34.76363884119481,-120.55248935061834,4232,heo,1,73,32.36,2019,large,7644.696432789983
336,rocket_280,ariane,2013-03-06,plesetsk,62.94377881000939,40.45965493626906,6632,leo,0,28,56.32,2013,heavy,8490.878938640133
337,rocket_168,atlas,2013-04-05,jiuquan,40.97327223081152,100.30005937642106,616,heo,1,141,44.06,2013,medium,71410.04862236629
338,rocket_86,electron,2019-11-29,plesetsk,62.921120661046714,40.47056801496284,4282,heo,1,133,42.74,2019,large,9978.986691571328
339,rocket_181,falcon,2019-07-06,jiuquan,40.996984463665996,100.2990987279443,1964,transfer,1,123,69.79,2019,medium,35516.53944020356
340,rocket_39,falcon,2018-03-22,plesetsk,62.91742325087983,40.454744484719136,4524,sso,0,76,66.46,2018,large,14687.292817679556
341,rocket_16,ariane,2006-05-28,satish dhawan,13.74213157314264,80.26909411996867,6386,leo,0,2,61.58,2006,heavy,9641.459214028495
342,rocket_35,ariane,2010-08-02,plesetsk,62.896552816275644,40.4942537674998,5139,meo,1,99,29.71,2010,heavy,5780.155642023346
343,rocket_291,electron,2001-06-14,baikonur,46.00126687903966,63.29185135684894,758,transfer,1,105,43.98,2001,medium,57944.66403162055
344,rocket_190,vega,2016-09-08,satish dhawan,13.74224797631805,80.25936998459787,364,leo,1,18,37.53,2016,small,102821.91780821918
345,rocket_272,ariane,2016-06-17,tanegashima,30.36485848768953,130.92363096896176,4280,meo,0,114,42.08,2016,large,9829.479093669703
346,rocket_128,delta,2005-02-01,cape canaveral,28.414640968222496,-80.58495401330553,2343,transfer,0,115,16.14,2005,large,6885.665529010239
347,rocket_256,ariane,2023-03-23,tanegashima,30.3400509383061,130.9544391658745,1307,sso,1,103,40.06,2023,medium,30626.91131498471
348,rocket_135,atlas,2011-09-04,satish dhawan,13.708966398308256,80.22496689779348,2396,gto,0,30,32.65,2011,large,13621.193158114309
349,rocket_252,delta,2008-12-23,vandenberg,34.71050041061134,-120.55387875244377,8346,gto,0,68,45.21,2008,heavy,5416.317239726848
350,,,2007-09-29,,13.727713918418564,80.20387055743379,1811,,0,26,35.11,2007,medium,19376.379690949227
351,rocket_178,longmarch,2002-11-29,jiuquan,40.95405763606822,100.26582889523954,2594,meo,1,120,26.16,2002,large,10080.92485549133
352,rocket_90,ariane,2016-03-19,kourou,5.235528956982515,-52.77148708515806,4780,leo,0,26,34.71,2016,large,7259.9874503242
353,rocket_72,soyuz,2010-08-14,satish dhawan,13.753449258606253,80.2205510785134,950,leo,0,-17,23.41,2010,medium,24616.193480546794
354,rocket_284,longmarch,2016-07-19,satish dhawan,13.709840504588975,80.23566974430662,531,sso,1,94,40.35,2016,medium,75845.86466165414
355,rocket_45,ariane,2002-12-13,jiuquan,40.99470028294414,100.29228393375566,5588,heo,0,106,36.94,2002,heavy,6609.411343710861
356,rocket_270,vega,2018-06-05,tanegashima,30.376519105358323,130.9718536483672,3729,sso,1,129,37.08,2018,large,9941.018766756033
357,rocket_65,atlas,2014-03-22,vandenberg,34.73829918554678,-120.58479111350043,1464,heo,0,123,55.68,2014,medium,38006.82593856655
358,rocket_265,vega,2015-06-15,baikonur,45.9710763719121,63.319431250102525,807,sso,1,104,9.28,2015,medium,11485.148514851486
359,rocket_67,ariane,2019-05-29,cape canaveral,28.364529670974466,-80.64636961685636,4538,leo,1,31,34.74,2019,large,7653.668208856577
360,rocket_156,ariane,2007-05-21,baikonur,45.95725738700421,63.30409177564135,6076,meo,1,109,62.89,2007,heavy,10348.856343590587
361,rocket_178,soyuz,2023-04-11,jiuquan,40.9656412068541,100.29077735238052,550,leo,1,30,29.75,2023,medium,53992.74047186933
362,rocket_101,delta,2012-04-23,baikonur,45.98080743792104,63.31180102589138,8498,transfer,1,114,25.8,2012,heavy,3035.651253088599
363,rocket_274,delta,2004-03-10,baikonur,45.96699211513043,63.27180488829044,6141,sso,1,99,13.24,2004,heavy,2155.6496255291436
364,rocket_88,ariane,2015-02-22,cape canaveral,28.407814676706348,-80.61075811587108,710,leo,1,24,58.21,2015,medium,81870.60478199719
365,rocket_24,atlas,2011-11-15,kourou,5.257297534785804,-52.81080531757556,249,sso,1,134,30.14,2011,small,120560.0
366,rocket_16,electron,2022-05-04,jiuquan,40.969001889809036,100.31043701186431,2301,transfer,0,138,37.24,2022,large,16177.237185056472
367,rocket_248,delta,2010-12-26,tanegashima,30.354259648612246,130.97187631397,9113,meo,1,100,38.02,2010,heavy,4171.604125521176
368,rocket_38,vega,2002-09-08,baikonur,45.96065965899152,63.298830344230886,724,heo,1,105,11.12,2002,medium,15337.931034482759
369,rocket_248,electron,2020-10-31,kourou,5.221260276391664,-52.781969775914476,5353,meo,1,117,21.11,2020,heavy,3942.846469929025
370,rocket_161,ariane,2014-04-28,plesetsk,62.964419303507434,40.47979228354742,5225,heo,1,88,21.8,2014,heavy,4171.450440107156
371,rocket_190,ariane,2023-02-06,vandenberg,34.752977576876376,-120.52801597456077,3263,meo,1,140,46.38,2023,large,14209.558823529413
372,rocket_239,soyuz,2005-06-30,jiuquan,40.940683692104194,100.31132272483647,1003,heo,1,102,23.88,2005,medium,23784.860557768923
373,rocket_73,soyuz,2004-05-05,cape canaveral,28.395922995378065,-80.62095883897513,2216,meo,1,66,33.89,2004,large,15286.423094271539
374,rocket_215,electron,2011-02-19,baikonur,45.97244210945214,63.31278318391336,4557,meo,0,125,56.38,2011,large,12369.460289600702
375,rocket_98,longmarch,2007-02-23,satish dhawan,13.726574557271238,80.22444778075767,393,sso,1,115,51.45,2007,small,130583.75634517767
376,rocket_256,vega,2013-11-03,satish dhawan,13.71904353237377,80.23156045469617,319,leo,1,39,23.14,2013,small,72312.5
377,rocket_202,atlas,2022-09-03,satish dhawan,13.716021011991147,80.21713391356451,2196,gto,0,48,21.6,2022,large,9831.588529813382
378,rocket_299,soyuz,2015-10-30,cape canaveral,28.38412975222349,-80.62945233318182,89,leo,0,-22,39.3,2015,small,436666.6666666667
379,rocket_254,delta,2021-02-09,jiuquan,40.9863879372686,100.3176601294988,3751,sso,1,155,25.76,2021,large,6865.671641791045
380,rocket_56,falcon,2019-05-01,baikonur,45.95031652402443,63.30663991112827,4582,meo,1,131,60.03,2019,large,13098.407156884137
381,rocket_207,longmarch,2016-05-31,cape canaveral,28.373951771372166,-80.60451319291094,1414,heo,0,135,39.36,2016,medium,27816.254416961132
382,rocket_292,falcon,2008-09-24,plesetsk,62.93293151090281,40.481263695905355,7148,sso,0,111,42.81,2008,heavy,5988.250104909777
383,rocket_38,delta,2017-04-30,satish dhawan,13.757192501136462,80.2525985919176,5394,sso,0,135,34.66,2017,heavy,6424.467099165894
384,rocket_61,delta,2005-10-09,vandenberg,34.72020733925315,-120.58809523816255,4815,heo,0,103,20.22,2005,large,4198.504983388704
385,rocket_174,longmarch,2016-05-26,baikonur,45.969445322648966,63.295413262771184,241,gto,0,17,30.47,2016,small,125909.09090909091
386,rocket_257,electron,2001-10-21,cape canaveral,28.374998321992095,-80.58785404998328,2811,leo,0,1,42.82,2001,large,15227.596017069702
387,rocket_171,ariane,2021-04-01,satish dhawan,13.699633683288047,80.2444237265214,5343,gto,1,28,40.86,2021,heavy,7645.958083832335
388,rocket_168,ariane,2014-04-15,baikonur,45.95106456363141,63.3166405313417,1948,heo,1,131,59.38,2014,medium,30466.906105695227
389,rocket_173,delta,2022-10-03,satish dhawan,13.713247253632982,80.24023084241755,5520,transfer,1,110,29.0,2022,heavy,5252.671617460605
390,rocket_244,delta,2000-09-29,plesetsk,62.92041104427306,40.48663741408577,3923,meo,0,133,25.47,2000,large,6490.825688073394
391,rocket_214,atlas,2013-10-19,cape canaveral,28.42006497574863,-80.62188414238274,1170,sso,1,105,31.88,2013,medium,27224.59436379163
392,rocket_136,vega,2010-03-17,cape canaveral,28.39605085424745,-80.60834893568804,1237,sso,0,99,26.34,2010,medium,21276.252019386106
393,rocket_88,vega,2023-07-08,tanegashima,30.401698064956868,130.96959499756798,1167,gto,1,20,40.38,2023,medium,34571.91780821918
394,rocket_17,soyuz,2004-12-05,kourou,5.238897756661937,-52.767521939134305,2642,leo,1,19,45.68,2004,large,17283.390087022322
395,rocket_161,vega,2018-10-14,baikonur,45.979072832315865,63.30818317890664,202,heo,1,92,21.7,2018,small,106896.55172413793
396,rocket_211,soyuz,2022-07-05,satish dhawan,13.70805288088696,80.23287095391912,87,transfer,1,132,43.28,2022,small,491818.1818181818
397,rocket_71,falcon,2023-04-08,kourou,5.236027593020159,-52.79353545904262,8908,sso,0,131,47.59,2023,heavy,5341.789201930632
398,rocket_245,longmarch,2023-07-28,tanegashima,30.399617490263093,130.99070028557418,2725,meo,1,105,22.72,2023,large,8334.556126192223
399,rocket_236,ariane,2023-11-30,plesetsk,62.93746158008005,40.49861734360734,6125,sso,1,139,57.11,2023,heavy,9322.559582109043
400,rocket_136,longmarch,2021-09-19,kourou,5.1854087984461135,-52.7739321491814,2193,gto,0,45,38.37,2021,large,17488.605287146765
401,rocket_286,delta,2013-05-22,kourou,5.201218687377911,-52.74574188665238,5482,meo,1,123,41.48,2013,heavy,7565.2015320080245
402,rocket_107,delta,2021-12-07,plesetsk,62.939590591684436,40.4559136848068,3385,heo,1,97,39.34,2021,large,11618.428824571765
403,rocket_287,longmarch,2012-04-07,jiuquan,40.98444993118063,100.29589772713577,2290,leo,0,20,31.12,2012,large,13583.587952859014
404,rocket_203,electron,2015-06-25,baikonur,45.961464516737685,63.27402763402272,135,meo,1,115,18.8,2015,small,138235.29411764705
405,rocket_148,falcon,2003-07-18,plesetsk,62.91474610708245,40.493037901145314,4017,heo,1,85,43.06,2003,large,10716.774514683922
