mission_id,rocket_name,family,launch_date,launch_site,lat,lon,payload_kg,orbit,success,flight_time_min,cost_million_usd
246,rocket_131,longmarch,2016-10-15,Baikonur,45.96752759159093,63.34377857998116,304,Transfer,0,137,9.81
247,rocket_35,vega,2004-02-03,Vandenberg,34.75647221174457,-120.55905078436722,1500,LEO,1,35,10.25
248,rocket_50,electron,2016-09-18,Baikonur,45.96234732507235,63.28550941390659,1924,SSO,0,133,58.5
249,rocket_288,falcon,2014-10-14,Vandenberg,34.7382493175989,-120.59125130782887,7214,HEO,0,125,49.05
250,rocket_217,longmarch,2002-04-22,Jiuquan,40.97537620961775,100.31060734968025,56,SSO,0,130,26.11
251,rocket_181,delta,2004-08-24,Kourou,5.2427902896763765,-52.78091542701273,3129,GTO,0,58,24.2
252,rocket_115,vega,2004-11-08,Plesetsk,62.94299883803884,40.43967378783127,1321,SSO,1,119,25.45
253,rocket_59,longmarch,2012-06-30,Kourou,5.2540493844500356,-52.76371098332057,1607,HEO,0,128,43.49
254,rocket_137,falcon,2001-04-19,Baikonur,45.946452937316195,63.309767379654694,6468,MEO,1,121,67.43
255,rocket_174,delta,2015-09-30,Cape Canaveral,28.36063635193455,-80.61941767733674,6950,GTO,0,58,70.31
256,,,2017-12-23,,34.774245565159774,-120.54610171092833,7948,,0,42,64.29
257,rocket_47,falcon,2023-10-18,Kourou,5.230868241396356,-52.81605507869799,8279,HEO,1,100,50.45
258,rocket_233,electron,2015-04-17,Baikonur,45.952547012765315,63.30889214910474,1348,MEO,0,120,55.43
259,rocket_167,delta,2003-10-23,Cape Canaveral,28.405877666891715,-80.63046020584942,3515,GTO,1,40,5.0
260,rocket_26,ariane,2003-08-29,Jiuquan,40.966983490208385,100.32510900892046,3211,HEO,1,113,38.72
261,rocket_249,electron,2019-10-30,Tanegashima,30.357275593127813,130.96237322853366,3250,MEO,0,104,27.09
262,rocket_263,soyuz,2005-02-07,Plesetsk,62.91283186466179,40.44172571214774,707,HEO,0,158,29.09
263,rocket_146,atlas,2021-10-29,Jiuquan,40.97902495369821,100.28745255357123,3106,LEO,0,30,52.97
264,rocket_203,soyuz,2002-06-16,Cape Canaveral,28.353800691973415,-80.62004206638485,789,GTO,0,39,16.63
265,rocket_109,delta,2006-02-26,Jiuquan,40.985128102877404,100.32144192770927,4577,MEO,0,130,27.48
266,rocket_62,longmarch,2000-05-06,Satish Dhawan,13.738962732678266,80.23614248330404,2852,Transfer,1,134,33.5
267,rocket_90,electron,2005-10-17,Tanegashima,30.341058052300276,130.94408861142702,724,SSO,0,121,18.83
268,rocket_257,soyuz,2015-11-20,Vandenberg,34.76731415681729,-120.5897234969643,5856,HEO,1,123,14.58
269,rocket_224,falcon,2000-11-03,Satish Dhawan,13.701022985891527,80.20850826920895,6938,LEO,0,51,38.82
270,rocket_295,longmarch,2019-04-04,Tanegashima,30.37231382517059,130.97321616546319,50,Transfer,1,125,33.9
271,rocket_149,electron,2005-03-02,Tanegashima,30.35526427908521,130.9866404498723,2086,LEO,1,46,41.69
272,rocket_88,longmarch,2020-08-21,Plesetsk,62.95320617492239,40.4999136762158,50,LEO,1,8,41.69
273,rocket_55,electron,2010-11-30,Tanegashima,30.34242219632851,130.98244974893197,624,SSO,1,142,12.25
274,rocket_269,electron,2003-07-12,Tanegashima,30.385925684960075,130.95712844539622,4282,MEO,1,110,29.78
275,rocket_114,longmarch,2014-12-09,Baikonur,45.92892437156444,63.29790025431773,372,LEO,1,-6,24.57
276,rocket_272,atlas,2022-11-16,Kourou,5.233853957119915,-52.759045661483796,313,MEO,0,143,35.54
277,rocket_76,longmarch,2010-08-07,Vandenberg,34.77345629281834,-120.56739095184544,2641,GTO,1,48,12.3
278,rocket_102,delta,2007-10-13,Baikonur,45.96163712362831,63.29555818844606,4561,Transfer,1,104,20.69
279,rocket_91,atlas,2022-03-01,Satish Dhawan,13.71579425817024,80.27708327160255,3458,SSO,1,116,13.38
280,rocket_290,vega,2014-07-01,Plesetsk,62.9176937908644,40.46988103291392,1083,GTO,1,20,37.45
281,rocket_35,vega,2021-01-12,Satish Dhawan,13.712664738623264,80.2360024277794,5788,Transfer,1,125,56.54
282,rocket_141,delta,2002-07-09,Plesetsk,62.94952100501544,40.470972125528235,3669,SSO,0,127,29.56
283,rocket_159,atlas,2020-09-17,Satish Dhawan,13.724709424986605,80.18200509505176,3046,LEO,1,27,19.12
284,rocket_189,falcon,2012-11-16,Vandenberg,34.752422448567586,-120.559495688281,10431,Transfer,0,118,54.28
285,rocket_260,atlas,2017-03-31,Satish Dhawan,13.717194913492127,80.25047133120367,1611,SSO,1,143,26.93
286,rocket_231,falcon,2008-06-11,Plesetsk,62.94948225439972,40.49095052924246,9666,SSO,0,119,44.17
287,rocket_257,vega,2006-10-07,Cape Canaveral,28.378950001746492,-80.61933819003599,1045,HEO,1,142,22.03
288,rocket_176,atlas,2003-10-13,Baikonur,45.952170368095544,63.31363845089348,571,LEO,1,29,37.74
289,rocket_225,soyuz,2019-09-17,Baikonur,45.94965890986859,63.30923634157949,2100,MEO,1,131,36.74
290,,,2017-05-18,,30.359151601580002,130.95084076940722,1140,,1,106,27.83
291,rocket_172,falcon,2002-12-15,Plesetsk,62.92341579050749,40.47365025398646,1212,LEO,1,44,50.05
292,rocket_146,electron,2011-04-21,Baikonur,45.98158949683864,63.30112347722454,177,MEO,1,104,15.9
293,rocket_299,atlas,2006-05-06,Plesetsk,62.89394162604322,40.49606225292862,50,MEO,1,121,30.35
294,rocket_67,electron,2003-10-20,Jiuquan,40.99661022363021,100.32307892705879,1209,SSO,0,59,32.76
295,rocket_169,electron,2005-09-24,Vandenberg,34.74673163501752,-120.54500582444061,919,Transfer,1,136,38.39
296,rocket_261,electron,2016-03-25,Cape Canaveral,28.38294273737822,-80.61384464876227,1811,MEO,0,119,5.0
297,rocket_93,delta,2009-08-10,Plesetsk,62.94610192758883,40.45134261542826,3951,HEO,0,107,30.23
298,rocket_116,soyuz,2006-03-03,Baikonur,45.95547558252911,63.32248778361426,1216,LEO,1,-11,17.71
299,rocket_52,delta,2022-10-09,Cape Canaveral,28.395526047864383,-80.566025163872,5525,Transfer,1,115,41.34
300,rocket_68,longmarch,2016-11-24,Baikonur,45.96677315181923,63.30894631414811,3637,GTO,0,64,48.54
301,rocket_85,ariane,2019-08-19,Cape Canaveral,28.40499550035029,-80.60815851572717,3764,HEO,0,111,52.1
302,rocket_122,longmarch,2019-12-04,Jiuquan,40.950437196047055,100.29534439362365,5165,Transfer,1,108,11.69
303,rocket_120,vega,2023-12-15,Kourou,5.22858818953855,-52.72592387815745,406,MEO,0,112,37.24
304,rocket_100,vega,2016-07-01,Satish Dhawan,13.727428190521952,80.21235896891285,50,HEO,0,88,42.27
305,rocket_196,delta,2022-07-23,Tanegashima,30.378845859562837,130.95403554244817,3260,GTO,1,75,18.58
306,rocket_71,soyuz,2011-03-20,Cape Canaveral,28.411653486908403,-80.61592327132944,1256,Transfer,1,120,14.97
307,rocket_191,vega,2004-08-07,Vandenberg,34.740452552173345,-120.57209961546812,50,MEO,1,135,5.0
308,rocket_83,atlas,2012-03-27,Satish Dhawan,13.734207626308827,80.24476371451416,1576,SSO,1,96,46.71
309,rocket_224,ariane,2004-02-11,Kourou,5.255617068982749,-52.78284459040383,5876,HEO,1,115,52.88
310,rocket_14,longmarch,2018-08-11,Cape Canaveral,28.40030383328741,-80.60077993604183,3823,HEO,1,123,30.76
311,rocket_121,longmarch,2017-04-27,Vandenberg,34.727137314704635,-120.58834005607164,53,MEO,1,112,27.31
312,rocket_15,soyuz,2014-04-18,Vandenberg,34.71679670469655,-120.58472722816079,3842,Transfer,1,120,33.46
313,rocket_75,longmarch,2006-03-04,Cape Canaveral,28.403351147156265,-80.61305071057835,250,MEO,1,127,51.19
314,rocket_72,vega,2021-01-15,Satish Dhawan,13.71521960281786,80.23972716748894,2096,SSO,0,103,11.14
315,rocket_41,falcon,2000-11-07,Jiuquan,40.96135723830018,100.30999145255899,6974,GTO,0,23,47.66
316,rocket_281,ariane,2023-09-04,Tanegashima,30.371392166364753,130.98445696949352,5007,LEO,0,11,44.64
317,rocket_122,delta,2013-07-05,Vandenberg,34.75095723495503,-120.56497811897373,576,LEO,1,10,11.52
318,rocket_215,soyuz,2020-07-03,Vandenberg,34.745794123352205,-120.58563964355594,595,LEO,1,55,9.55
319,rocket_275,vega,2000-09-26,Kourou,5.216770232606889,-52.751382953514415,1351,Transfer,0,118,11.35
320,rocket_150,ariane,2019-04-03,Cape Canaveral,28.390575839389538,-80.60567317189154,7784,SSO,1,149,55.33
321,rocket_124,longmarch,2018-09-08,Baikonur,45.96192347945603,63.28754140646521,2000,Transfer,1,129,40.71
322,rocket_269,atlas,2016-03-05,Vandenberg,34.756883839429996,-120.57602448346437,460,SSO,1,112,20.29
323,rocket_200,falcon,2021-02-01,Cape Canaveral,28.398847401890166,-80.5939043669504,3701,Transfer,1,124,52.26
324,rocket_192,electron,2011-05-18,Cape Canaveral,28.372613561414386,-80.59104371761867,2883,MEO,1,80,43.39
325,rocket_177,atlas,2010-10-25,Vandenberg,34.711195047359375,-120.53273227530296,528,SSO,1,124,27.16
326,rocket_69,longmarch,2001-12-27,Plesetsk,62.92321759218446,40.49043300223849,1598,SSO,1,102,10.05
327,rocket_90,longmarch,2020-11-03,Satish Dhawan,13.708885576086091,80.2098756072251,244,Transfer,1,128,10.12
328,rocket_70,ariane,2002-10-30,Satish Dhawan,13.72863477103467,80.23848589509923,4267,LEO,1,-37,52.98
329,rocket_104,delta,2001-12-18,Kourou,5.238189412080946,-52.74694942117301,7471,LEO,0,-4,36.34
330,rocket_159,longmarch,2023-02-13,Tanegashima,30.36148583841677,130.95768304834976,645,SSO,1,126,22.69
331,rocket_130,vega,2001-08-22,Kourou,5.2309653863601495,-52.74532753056282,1674,MEO,1,144,42.31
332,rocket_25,longmarch,2014-11-21,Jiuquan,40.976267810185654,100.29326922227911,1624,LEO,0,5,36.93
333,rocket_224,longmarch,2017-12-10,Satish Dhawan,13.75594329616863,80.23806200424147,695,HEO,1,108,33.43
334,rocket_96,longmarch,2022-04-04,Satish Dhawan,13.74093895235446,80.21043878745371,1460,MEO,1,133,7.45
335,rocket_43,delta,2019-01-16,Vandenberg,34.76363884119481,-120.55248935061834,4232,HEO,1,73,32.36
336,rocket_280,ariane,2013-03-06,Plesetsk,62.94377881000939,40.45965493626906,6632,LEO,0,28,56.32
337,rocket_168,atlas,2013-04-05,Jiuquan,40.97327223081152,100.30005937642106,616,HEO,1,141,44.06
338,rocket_86,electron,2019-11-29,Plesetsk,62.921120661046714,40.47056801496284,4282,HEO,1,133,42.74
339,rocket_181,falcon,2019-07-06,Jiuquan,40.996984463665996,100.2990987279443,1964,Transfer,1,123,69.79
340,rocket_39,falcon,2018-03-22,Plesetsk,62.91742325087983,40.454744484719136,4524,SSO,0,76,66.46
341,rocket_16,ariane,2006-05-28,Satish Dhawan,13.74213157314264,80.26909411996867,6386,LEO,0,2,61.58
342,rocket_35,ariane,2010-08-02,Plesetsk,62.896552816275644,40.4942537674998,5139,MEO,1,99,29.71
343,rocket_291,electron,2001-06-14,Baikonur,46.00126687903966,63.29185135684894,758,Transfer,1,105,43.98
344,rocket_190,vega,2016-09-08,Satish Dhawan,13.74224797631805,80.25936998459787,364,LEO,1,18,37.53
345,rocket_272,ariane,2016-06-17,Tanegashima,30.36485848768953,130.92363096896176,4280,MEO,0,114,42.08
346,rocket_128,delta,2005-02-01,Cape Canaveral,28.414640968222496,-80.58495401330553,2343,Transfer,0,115,16.14
347,rocket_256,ariane,2023-03-23,Tanegashima,30.3400509383061,130.9544391658745,1307,SSO,1,103,40.06
348,rocket_135,atlas,2011-09-04,Satish Dhawan,13.708966398308256,80.22496689779348,2396,GTO,0,30,32.65
349,rocket_252,delta,2008-12-23,Vandenberg,34.71050041061134,-120.55387875244377,8346,GTO,0,68,45.21
350,,,2007-09-29,,13.727713918418564,80.20387055743379,1811,,0,26,35.11
351,rocket_178,longmarch,2002-11-29,Jiuquan,40.95405763606822,100.26582889523954,2594,MEO,1,120,26.16
352,rocket_90,ariane,2016-03-19,Kourou,5.235528956982515,-52.77148708515806,4780,LEO,0,26,34.71
353,rocket_72,soyuz,2010-08-14,Satish Dhawan,13.753449258606253,80.2205510785134,950,LEO,0,-17,23.41
354,rocket_284,longmarch,2016-07-19,Satish Dhawan,13.709840504588975,80.23566974430662,531,SSO,1,94,40.35
355,rocket_45,ariane,2002-12-13,Jiuquan,40.99470028294414,100.29228393375566,5588,HEO,0,106,36.94
356,rocket_270,vega,2018-06-05,Tanegashima,30.376519105358323,130.9718536483672,3729,SSO,1,129,37.08
357,rocket_65,atlas,2014-03-22,Vandenberg,34.73829918554678,-120.58479111350043,1464,HEO,0,123,55.68
358,rocket_265,vega,2015-06-15,Baikonur,45.9710763719121,63.319431250102525,807,SSO,1,104,9.28
359,rocket_67,ariane,2019-05-29,Cape Canaveral,28.364529670974466,-80.64636961685636,4538,LEO,1,31,34.74
360,rocket_156,ariane,2007-05-21,Baikonur,45.95725738700421,63.30409177564135,6076,MEO,1,109,62.89
361,rocket_178,soyuz,2023-04-11,Jiuquan,40.9656412068541,100.29077735238052,550,LEO,1,30,29.75
362,rocket_101,delta,2012-04-23,Baikonur,45.98080743792104,63.31180102589138,8498,Transfer,1,114,25.8
363,rocket_274,delta,2004-03-10,Baikonur,45.96699211513043,63.27180488829044,6141,SSO,1,99,13.24
364,rocket_88,ariane,2015-02-22,Cape Canaveral,28.407814676706348,-80.61075811587108,710,LEO,1,24,58.21
365,rocket_24,atlas,2011-11-15,Kourou,5.257297534785804,-52.81080531757556,249,SSO,1,134,30.14
366,rocket_16,electron,2022-05-04,Jiuquan,40.969001889809036,100.31043701186431,2301,Transfer,0,138,37.24
367,rocket_248,delta,2010-12-26,Tanegashima,30.354259648612246,130.97187631397,9113,MEO,1,100,38.02
368,rocket_38,vega,2002-09-08,Baikonur,45.96065965899152,63.298830344230886,724,HEO,1,105,11.12
369,rocket_248,electron,2020-10-31,Kourou,5.221260276391664,-52.781969775914476,5353,MEO,1,117,21.11
370,rocket_161,ariane,2014-04-28,Plesetsk,62.964419303507434,40.47979228354742,5225,HEO,1,88,21.8
371,rocket_190,ariane,2023-02-06,Vandenberg,34.752977576876376,-120.52801597456077,3263,MEO,1,140,46.38
372,rocket_239,soyuz,2005-06-30,Jiuquan,40.940683692104194,100.31132272483647,1003,HEO,1,102,23.88
373,rocket_73,soyuz,2004-05-05,Cape Canaveral,28.395922995378065,-80.62095883897513,2216,MEO,1,66,33.89
374,rocket_215,electron,2011-02-19,Baikonur,45.97244210945214,63.31278318391336,4557,MEO,0,125,56.38
375,rocket_98,longmarch,2007-02-23,Satish Dhawan,13.726574557271238,80.22444778075767,393,SSO,1,115,51.45
376,rocket_256,vega,2013-11-03,Satish Dhawan,13.71904353237377,80.23156045469617,319,LEO,1,39,23.14
377,rocket_202,atlas,2022-09-03,Satish Dhawan,13.716021011991147,80.21713391356451,2196,GTO,0,48,21.6
378,rocket_299,soyuz,2015-10-30,Cape Canaveral,28.38412975222349,-80.62945233318182,89,LEO,0,-22,39.3
379,rocket_254,delta,2021-02-09,Jiuquan,40.9863879372686,100.3176601294988,3751,SSO,1,155,25.76
380,rocket_56,falcon,2019-05-01,Baikonur,45.95031652402443,63.30663991112827,4582,MEO,1,131,60.03
381,rocket_207,longmarch,2016-05-31,Cape Canaveral,28.373951771372166,-80.60451319291094,1414,HEO,0,135,39.36
382,rocket_292,falcon,2008-09-24,Plesetsk,62.93293151090281,40.481263695905355,7148,SSO,0,111,42.81
383,rocket_38,delta,2017-04-30,Satish Dhawan,13.757192501136462,80.2525985919176,5394,SSO,0,135,34.66
384,rocket_61,delta,2005-10-09,Vandenberg,34.72020733925315,-120.58809523816255,4815,HEO,0,103,20.22
385,rocket_174,longmarch,2016-05-26,Baikonur,45.969445322648966,63.295413262771184,241,GTO,0,17,30.47
386,rocket_257,electron,2001-10-21,Cape Canaveral,28.374998321992095,-80.58785404998328,2811,LEO,0,1,42.82
387,rocket_171,ariane,2021-04-01,Satish Dhawan,13.699633683288047,80.2444237265214,5343,GTO,1,28,40.86
388,rocket_168,ariane,2014-04-15,Baikonur,45.95106456363141,63.3166405313417,1948,HEO,1,131,59.38
389,rocket_173,delta,2022-10-03,Satish Dhawan,13.713247253632982,80.24023084241755,5520,Transfer,1,110,29.0
390,rocket_244,delta,2000-09-29,Plesetsk,62.92041104427306,40.48663741408577,3923,MEO,0,133,25.47
391,rocket_214,atlas,2013-10-19,Cape Canaveral,28.42006497574863,-80.62188414238274,1170,SSO,1,105,31.88
392,rocket_136,vega,2010-03-17,Cape Canaveral,28.39605085424745,-80.60834893568804,1237,SSO,0,99,26.34
393,rocket_88,vega,2023-07-08,Tanegashima,30.401698064956868,130.96959499756798,1167,GTO,1,20,40.38
394,rocket_17,soyuz,2004-12-05,Kourou,5.238897756661937,-52.767521939134305,2642,LEO,1,19,45.68
395,rocket_161,vega,2018-10-14,Baikonur,45.979072832315865,63.30818317890664,202,HEO,1,92,21.7
396,rocket_211,soyuz,2022-07-05,Satish Dhawan,13.70805288088696,80.23287095391912,87,Transfer,1,132,43.28
397,rocket_71,falcon,2023-04-08,Kourou,5.236027593020159,-52.79353545904262,8908,SSO,0,131,47.59
398,rocket_245,longmarch,2023-07-28,Tanegashima,30.399617490263093,130.99070028557418,2725,MEO,1,105,22.72
399,rocket_236,ariane,2023-11-30,Plesetsk,62.93746158008005,40.49861734360734,6125,SSO,1,139,57.11
400,rocket_136,longmarch,2021-09-19,Kourou,5.1854087984461135,-52.7739321491814,2193,GTO,0,45,38.37
401,rocket_286,delta,2013-05-22,Kourou,5.201218687377911,-52.74574188665238,5482,MEO,1,123,41.48
402,rocket_107,delta,2021-12-07,Plesetsk,62.939590591684436,40.4559136848068,3385,HEO,1,97,39.34
403,rocket_287,longmarch,2012-04-07,Jiuquan,40.98444993118063,100.29589772713577,2290,LEO,0,20,31.12
404,rocket_203,electron,2015-06-25,Baikonur,45.961464516737685,63.27402763402272,135,MEO,1,115,18.8
405,rocket_148,falcon,2003-07-18,Plesetsk,62.91474610708245,40.493037901145314,4017,HEO,1,85,43.06
406,rocket_246,delta,2009-08-06,Kourou,5.226877583450516,-52.76437146759772,2970,SSO,1,104,10.56
407,rocket_288,delta,2012-03-08,Baikonur,45.92663800798993,63.301997915568286,6190,LEO,1,32,24.3
408,rocket_125,soyuz,2002-04-11,Kourou,5.242996000491358,-52.78808109193684,3204,Transfer,1,123,70.4
409,rocket_27,soyuz,2004-06-29,Tanegashima,30.351282789057397,130.91056087165316,309,MEO,1,82,24.09
410,rocket_52,vega,2006-03-02,Cape Canaveral,28.404712945964327,-80.64421245158691,1583,SSO,0,129,35.53
411,rocket_209,ariane,2021-05-03,Satish Dhawan,13.653404885601779,80.20102153072659,4442,Transfer,1,154,48.88
412,rocket_148,soyuz,2014-05-29,Jiuquan,40.991857775370164,100.29282013836341,348,Transfer,0,85,16.13
413,rocket_46,falcon,2010-06-01,Cape Canaveral,28.389813075963925,-80.55196551523872,4513,GTO,0,50,31.17
414,rocket_91,electron,2001-08-18,Tanegashima,30.379335511275254,130.93505394944734,1966,HEO,1,149,12.48
415,rocket_149,ariane,2001-09-05,Cape Canaveral,28.404444628964328,-80.60947582637287,3822,MEO,1,128,43.54
416,rocket_172,atlas,2012-10-06,Satish Dhawan,13.705541622185049,80.2257895074964,634,Transfer,1,144,22.3
417,rocket_69,vega,2022-08-14,Satish Dhawan,13.706252180114284,80.21686341567226,2859,MEO,0,130,15.33
418,rocket_58,soyuz,2014-10-31,Baikonur,45.952253845059424,63.31416773407103,221,Transfer,1,130,48.43
419,rocket_132,vega,2008-05-08,Cape Canaveral,28.383713080902233,-80.62031685771454,3674,Transfer,1,136,29.59
420,rocket_152,longmarch,2008-08-30,Baikonur,45.9100499031455,63.29500539647697,360,SSO,1,107,36.87
421,rocket_219,electron,2023-02-11,Plesetsk,62.97520097298814,40.47642983246557,552,LEO,0,3,13.35
422,rocket_49,electron,2008-04-15,Baikonur,45.95925104961199,63.31074657808806,542,HEO,1,78,55.87
423,rocket_128,longmarch,2000-04-21,Jiuquan,40.94430810413659,100.28737481923747,408,HEO,1,124,16.6
424,rocket_229,soyuz,2011-12-23,Plesetsk,62.91238087448569,40.48715843699847,2942,MEO,1,109,35.38
425,rocket_134,falcon,2016-02-16,Kourou,5.266677098820643,-52.765243109902386,6371,LEO,0,2,47.51
426,rocket_239,atlas,2013-10-05,Baikonur,45.96267541913756,63.30929426366341,905,HEO,1,121,33.78
427,rocket_61,delta,2013-03-26,Plesetsk,62.90774625935784,40.45238025603342,8156,SSO,1,126,38.0
428,rocket_113,soyuz,2005-12-28,Satish Dhawan,13.687110316749493,80.22255057787879,2482,GTO,1,32,26.56
429,rocket_192,vega,2018-08-27,Satish Dhawan,13.697991981939817,80.23636783693134,2493,SSO,0,110,12.68
430,rocket_127,soyuz,2003-09-03,Satish Dhawan,13.744019890330938,80.24594814705529,389,SSO,1,116,5.54
431,,,2005-01-12,,28.409545920566288,-80.62800736347027,1433,,0,131,40.49
432,rocket_294,soyuz,2024-01-27,Baikonur,45.94850971676945,63.29282820553521,2914,GTO,0,67,13.41
433,rocket_267,longmarch,2019-10-27,Vandenberg,34.74074670952935,-120.6094126328339,557,Transfer,1,124,55.69
434,rocket_299,soyuz,2021-12-04,Vandenberg,34.76727413355309,-120.58932631954931,2060,SSO,1,138,31.59
435,rocket_29,vega,2020-05-04,Baikonur,45.96066526971192,63.32218627582246,1586,SSO,0,158,42.15
436,rocket_234,electron,2002-08-03,Satish Dhawan,13.750227881105072,80.24244236640786,1433,Transfer,1,97,66.18
437,rocket_12,delta,2017-10-05,Jiuquan,40.959280507582186,100.3073131111067,5144,LEO,1,-19,38.73
438,rocket_297,soyuz,2003-04-11,Cape Canaveral,28.407968062490678,-80.63236863138201,361,HEO,1,111,58.32
439,rocket_33,longmarch,2024-04-10,Cape Canaveral,28.353550802643046,-80.61223098876184,1472,LEO,1,23,36.5
440,rocket_17,vega,2012-11-16,Tanegashima,30.36597682283182,130.9680348159982,2807,GTO,1,14,5.0
441,rocket_216,ariane,2016-10-18,Tanegashima,30.38321524379152,130.95326393217476,7400,HEO,0,104,16.46
442,rocket_193,electron,2003-08-07,Baikonur,45.97407017425109,63.2853541193149,1172,Transfer,1,70,20.13
443,rocket_61,longmarch,2008-01-03,Tanegashima,30.380333455275668,130.93885983683234,617,SSO,1,117,19.4
444,rocket_115,ariane,2000-02-26,Cape Canaveral,28.42001848129912,-80.61238409477363,5359,MEO,1,134,19.25
445,rocket_279,vega,2019-01-09,Tanegashima,30.353614262891625,130.9212610853732,1350,GTO,1,35,25.67
446,rocket_236,soyuz,2015-07-12,Baikonur,45.971349065225006,63.29834279191235,2814,MEO,1,95,24.06
447,rocket_58,soyuz,2001-06-11,Tanegashima,30.375284883280273,130.925472965822,313,SSO,1,123,45.27
448,rocket_124,falcon,2009-03-30,Vandenberg,34.716613390069064,-120.53834970683741,5707,LEO,0,19,
449,rocket_229,falcon,2002-03-08,Kourou,5.230028065247807,-52.762519452946556,5404,Transfer,1,152,42.46
450,rocket_206,falcon,2019-09-09,Kourou,5.232283084956145,-52.761800020336686,5303,SSO,0,80,33.24
451,rocket_29,soyuz,2006-04-14,Jiuquan,40.95608686593564,100.29658783821057,386,GTO,1,58,5.0
452,rocket_296,longmarch,2014-05-20,Kourou,5.233409655062731,-52.756402854294095,3515,MEO,1,140,38.75
453,rocket_267,ariane,2009-11-30,Tanegashima,30.400647269482313,130.97875479686468,3586,MEO,0,121,44.95
454,rocket_32,delta,2007-11-09,Tanegashima,30.351764323121753,130.95133722206512,5887,SSO,1,129,5.0
455,rocket_25,vega,2015-06-13,Tanegashima,30.35234661896246,130.96388711538575,101,SSO,0,103,26.63
456,rocket_214,longmarch,2018-04-24,Baikonur,45.926812878249855,63.33136604649705,247,MEO,0,117,41.09
457,rocket_95,electron,2024-02-17,Satish Dhawan,13.721836563548191,80.2203230649435,645,GTO,1,31,45.07
458,rocket_154,soyuz,2006-06-23,Satish Dhawan,13.729369437980706,80.22504717818202,1188,LEO,1,34,14.68
459,rocket_214,electron,2023-10-10,Baikonur,45.95318365802529,63.31810081227564,2193,HEO,1,144,25.96
460,rocket_131,soyuz,2009-02-13,Plesetsk,62.94383967390904,40.46461585599105,1771,Transfer,0,117,16.55
461,rocket_231,atlas,2016-08-23,Vandenberg,34.74704334700951,-120.59612138462799,5313,SSO,1,133,5.0
462,rocket_27,soyuz,2012-01-16,Tanegashima,30.35191274663534,130.92196342386495,1716,Transfer,1,110,19.58
463,rocket_38,falcon,2008-06-09,Kourou,5.2465038078067545,-52.79075614319307,4220,HEO,1,151,37.11
464,rocket_171,soyuz,2013-08-07,Cape Canaveral,28.367501296187687,-80.61568704293772,1546,GTO,0,24,18.71
465,rocket_61,soyuz,2021-06-25,Kourou,5.245635674157225,-52.7819172284029,2450,Transfer,0,112,47.74
466,rocket_204,soyuz,2010-09-26,Plesetsk,62.91880626814741,40.486246443191604,3302,MEO,1,137,57.44
467,rocket_239,electron,2023-12-09,Plesetsk,62.949892125641,40.47619426598395,5063,MEO,0,83,18.23
468,rocket_185,delta,2023-01-01,Satish Dhawan,13.704446811094584,80.24700383623725,6856,HEO,0,100,19.85
469,rocket_241,atlas,2014-05-13,Kourou,5.268465263709723,-52.749653696772825,2300,MEO,1,138,55.33
470,rocket_212,longmarch,2002-01-19,Kourou,5.214997185207957,-52.75285009701325,2940,Transfer,1,105,40.82
471,rocket_9,ariane,2011-09-12,Tanegashima,30.36927662726624,130.91470267409966,7741,MEO,1,141,54.88
472,rocket_101,ariane,2014-10-18,Kourou,5.21039088857995,-52.76421040357558,4581,HEO,1,98,78.67
473,rocket_256,soyuz,2015-02-21,Jiuquan,40.94513833088859,100.29831000130066,2514,HEO,0,152,59.27
474,rocket_236,vega,2007-07-19,Plesetsk,62.935826143033985,40.4573368760578,892,GTO,1,41,41.58
475,rocket_280,ariane,2021-11-26,Baikonur,45.98864468057877,63.32821398007194,5457,SSO,0,122,52.29
476,rocket_269,falcon,2001-07-08,Vandenberg,34.76573469240354,-120.54367329188588,4768,Transfer,1,102,39.32
477,rocket_4,falcon,2018-07-01,Baikonur,45.92559999089163,63.31917437347036,4523,Transfer,0,143,31.32
478,rocket_35,soyuz,2006-10-10,Cape Canaveral,28.378511517988727,-80.57855014397789,1020,GTO,1,62,40.82
479,rocket_192,vega,2002-09-17,Satish Dhawan,13.721882766788363,80.21356576107924,2840,Transfer,0,132,71.49
480,rocket_9,vega,2000-04-18,Tanegashima,30.362445321878308,130.95123922252156,3336,LEO,1,8,26.82
481,rocket_272,falcon,2012-04-28,Jiuquan,40.944245690485396,100.26564794508626,7837,LEO,0,3,65.22
482,rocket_92,electron,2004-10-19,Vandenberg,34.74633249950809,-120.59291505367281,2911,SSO,1,126,15.93
483,rocket_124,ariane,2008-08-10,Jiuquan,40.975500611258255,100.32708891430306,7201,MEO,0,119,66.25
484,rocket_204,delta,2003-07-18,Plesetsk,62.92592190301988,40.452353928392455,4080,HEO,0,112,36.25
485,rocket_290,vega,2010-11-28,Kourou,5.249147299267791,-52.79340817487959,2743,MEO,1,143,64.18
486,rocket_17,atlas,2004-03-11,Tanegashima,30.406796779563614,130.96848142441786,4441,HEO,1,138,6.81
487,rocket_283,electron,2021-05-08,Cape Canaveral,28.356328638333594,-80.58948050555442,3299,Transfer,0,131,16.2
488,rocket_88,falcon,2003-09-16,Satish Dhawan,13.700605891484987,80.26296937109545,4251,HEO,0,99,68.45
489,rocket_290,longmarch,2004-04-11,Cape Canaveral,28.39507611061648,-80.59889395024942,68,GTO,1,49,15.32
